file_path,file_size,commits_count
frontend/static/themes/night_runner.css,295,2
frontend/static/themes/nord.css,295,5
frontend/static/themes/nord_light.css,295,1
frontend/static/themes/norse.css,295,2
frontend/static/themes/oblivion.css,585,4
frontend/static/themes/olive.css,295,2
frontend/static/themes/olivia.css,295,2
frontend/static/themes/onedark.css,295,2
frontend/static/themes/our_theme.css,295,2
frontend/static/themes/paper.css,295,2
frontend/static/themes/passion_fruit.css,295,3
frontend/static/themes/pastel.css,295,2
frontend/static/themes/peach_blossom.css,295,2
frontend/static/themes/peaches.css,295,2
frontend/static/themes/pink_lemonade.css,295,2
frontend/static/themes/pulse.css,295,2
frontend/static/themes/purpleish.css,295,1
frontend/static/themes/rainbow_trail.css,4379,8
frontend/static/themes/red_dragon.css,295,2
frontend/static/themes/red_samurai.css,295,2
frontend/static/themes/repose_dark.css,295,2
frontend/static/themes/repose_light.css,295,2
frontend/static/themes/retro.css,295,2
frontend/static/themes/retrocast.css,585,4
frontend/static/themes/rgb.css,2084,6
frontend/static/themes/rose_pine.css,505,2
frontend/static/themes/rose_pine_dawn.css,435,2
frontend/static/themes/rose_pine_moon.css,505,2
frontend/static/themes/rudy.css,295,2
frontend/static/themes/ryujinscales.css,399,2
frontend/static/themes/serika.css,295,2
frontend/static/themes/serika_dark.css,295,2
frontend/static/themes/sewing_tin.css,379,4
frontend/static/themes/sewing_tin_light.css,823,6
frontend/static/themes/shadow.css,850,7
frontend/static/themes/shoko.css,295,2
frontend/static/themes/slambook.css,297,2
frontend/static/themes/snes.css,2521,8
frontend/static/themes/soaring_skies.css,295,2
frontend/static/themes/solarized_dark.css,295,2
frontend/static/themes/solarized_light.css,295,2
frontend/static/themes/sonokai.css,295,2
frontend/static/themes/stealth.css,386,5
frontend/static/themes/strawberry.css,295,2
frontend/static/themes/striker.css,295,2
frontend/static/themes/superuser.css,295,2
frontend/static/themes/sweden.css,295,2
frontend/static/themes/tangerine.css,295,4
frontend/static/themes/taro.css,882,6
frontend/static/themes/terminal.css,295,2
frontend/static/themes/terra.css,295,2
frontend/static/themes/terror_below.css,295,2
frontend/static/themes/tiramisu.css,295,2
frontend/static/themes/trackday.css,451,4
frontend/static/themes/trance.css,1311,7
frontend/static/themes/tron_orange.css,295,2
frontend/static/themes/vaporwave.css,295,2
frontend/static/themes/viridescent.css,295,2
frontend/static/themes/voc.css,295,2
frontend/static/themes/vscode.css,295,2
frontend/static/themes/watermelon.css,295,2
frontend/static/themes/wavez.css,295,2
frontend/static/themes/witch_girl.css,295,2
frontend/static/webfonts/AtkinsonHyperlegible-Regular.ttf,53504,1
frontend/static/webfonts/Boon-400.otf,129952,1
frontend/static/webfonts/Boon-400.ttf,210900,1
frontend/static/webfonts/CascadiaMono-Regular.ttf,624892,1
frontend/static/webfonts/Comfortaa-Regular.ttf,111272,1
frontend/static/webfonts/ComingSoon-Regular.ttf,47128,1
frontend/static/webfonts/CommitMono-400-Regular.otf,265552,1
frontend/static/webfonts/FiraCode-Regular.ttf,188252,1
frontend/static/webfonts/HackNerdFont-Regular.ttf,2200880,1
frontend/static/webfonts/IBMPlexMono-Regular.ttf,128812,1
frontend/static/webfonts/IBMPlexSans-SemiBold.ttf,177272,1
frontend/static/webfonts/Inconsolata-Regular.ttf,97864,1
frontend/static/webfonts/Itim-Regular.ttf,362640,1
frontend/static/webfonts/JetBrainsMono-Regular.ttf,114320,1
frontend/static/webfonts/Lalezar-Regular.ttf,280416,1
frontend/static/webfonts/Lato-Regular.ttf,75152,1
frontend/static/webfonts/LexendDeca-Regular.ttf,77904,1
frontend/static/webfonts/Montserrat-Regular.ttf,197976,1
frontend/static/webfonts/NotoNaskhArabic-Regular.ttf,191600,1
frontend/static/webfonts/Nunito-Bold.ttf,131672,1
frontend/static/webfonts/OpenDyslexic.otf,41088,1
frontend/static/webfonts/OverpassMono-VariableFont_wght.ttf,257080,1
frontend/static/webfonts/Oxygen-Regular.ttf,46440,1
frontend/static/webfonts/Roboto-Regular.ttf,168260,1
frontend/static/webfonts/RobotoMono-Regular.ttf,86908,1
frontend/static/webfonts/SourceCodePro-Regular.ttf,119788,1
frontend/static/webfonts/TitilliumWeb-Regular.ttf,57392,1
frontend/static/webfonts/Ubuntu-Regular.ttf,299684,1
frontend/static/webfonts/UbuntuMono-Regular.ttf,189892,1
frontend/static/webfonts/Vazirmatn-Regular.ttf,126280,1
frontend/tsconfig.json,1270,23
frontend/vite.config.js,7493,12
frontend/vitest.config.js,243,2
monkeytype.code-workspace,861,7
package-lock.json,405429,202
package.json,3268,204
shared-types/config.d.ts,2789,4
shared-types/types.d.ts,15060,27
